ROOT: /content/drive/MyDrive/Colab Notebooks/CMPE-679-Labs/GloriaMbaka_LAB2
DEVICE: cuda
TOKENIZER_PATH: /content/drive/MyDrive/Colab Notebooks/CMPE-679-Labs/GloriaMbaka_LAB2/tokenizer/my_trained_tokenizer.json
TOKENIZED_DIR: /content/drive/MyDrive/Colab Notebooks/CMPE-679-Labs/GloriaMbaka_LAB2/tokenized_cache
USE_AMP: False
USE_LR_SCHEDULER: True
EPOCHS: 5
BATCH_SIZE: 64
GRAD_ACCUM_STEPS: 8
EFFECTIVE_BATCH_SIZE: 512
TRAIN_CHUNK_SIZE: 500000
WARMUP_STEPS: 8000
BASE_LR: 0.0005
SHUFFLE_CHUNKS: False
CHUNK_SHUFFLE_SEED: 42
Loading tokenized dataset from disk...
Train examples: 4508785
Validation examples: 3000
Test examples: 3003
Loaded full checkpoint from: /content/drive/MyDrive/Colab Notebooks/CMPE-679-Labs/GloriaMbaka_LAB2/checkpoints/lab2_en_de_latest.pt
Restored model / optimizer / scheduler / scaler state.
Epoch to resume: 4
Resume offset within epoch: 4000000
Samples trained so far: 4000000
Current LR: 2.311077e-04
Checkpoint batch_size: 64
Checkpoint effective_batch_size: 512
Completed chunks in current epoch: 8
Smoke test loss: 3.215855360031128

========== EN→DE Epoch 4/5 ==========
Resuming from training example offset 4000000
Epoch chunk progress: completed 8/10 | remaining 2
Training chunk 1/2 (global 9/10) | 4000000:4500000 / 4508785
Batch 0 | LR 2.223172e-04 | Loss 1.5593 | AccumStep 1/8
Batch 100 | LR 2.222834e-04 | Loss 1.8083 | AccumStep 5/8
Batch 200 | LR 2.222469e-04 | Loss 1.4928 | AccumStep 1/8
Batch 300 | LR 2.222132e-04 | Loss 1.6454 | AccumStep 5/8
Batch 400 | LR 2.221767e-04 | Loss 1.5192 | AccumStep 1/8
Batch 500 | LR 2.221430e-04 | Loss 1.6792 | AccumStep 5/8
Batch 600 | LR 2.221065e-04 | Loss 1.7141 | AccumStep 1/8
Batch 700 | LR 2.220729e-04 | Loss 1.6008 | AccumStep 5/8
Batch 800 | LR 2.220364e-04 | Loss 1.6201 | AccumStep 1/8
Batch 900 | LR 2.220028e-04 | Loss 1.8666 | AccumStep 5/8
Batch 1000 | LR 2.219664e-04 | Loss 1.7244 | AccumStep 1/8
Batch 1100 | LR 2.219328e-04 | Loss 1.5093 | AccumStep 5/8
Batch 1200 | LR 2.218964e-04 | Loss 1.7222 | AccumStep 1/8
Batch 1300 | LR 2.218629e-04 | Loss 1.6320 | AccumStep 5/8
Batch 1400 | LR 2.218266e-04 | Loss 1.5654 | AccumStep 1/8
Batch 1500 | LR 2.217930e-04 | Loss 1.7348 | AccumStep 5/8
Batch 1600 | LR 2.217567e-04 | Loss 1.9070 | AccumStep 1/8
Batch 1700 | LR 2.217232e-04 | Loss 1.5885 | AccumStep 5/8
Batch 1800 | LR 2.216870e-04 | Loss 1.4981 | AccumStep 1/8
Batch 1900 | LR 2.216535e-04 | Loss 1.6173 | AccumStep 5/8
Batch 2000 | LR 2.216173e-04 | Loss 1.5268 | AccumStep 1/8
Batch 2100 | LR 2.215838e-04 | Loss 1.6566 | AccumStep 5/8
Batch 2200 | LR 2.215476e-04 | Loss 1.7560 | AccumStep 1/8
Batch 2300 | LR 2.215142e-04 | Loss 1.7389 | AccumStep 5/8
Batch 2400 | LR 2.214781e-04 | Loss 1.6090 | AccumStep 1/8
Batch 2500 | LR 2.214447e-04 | Loss 1.6697 | AccumStep 5/8
Batch 2600 | LR 2.214086e-04 | Loss 1.7023 | AccumStep 1/8
Batch 2700 | LR 2.213752e-04 | Loss 1.5550 | AccumStep 5/8
Batch 2800 | LR 2.213392e-04 | Loss 1.6654 | AccumStep 1/8
Batch 2900 | LR 2.213058e-04 | Loss 1.7898 | AccumStep 5/8
Batch 3000 | LR 2.212698e-04 | Loss 1.7703 | AccumStep 1/8
Batch 3100 | LR 2.212365e-04 | Loss 1.6548 | AccumStep 5/8
Batch 3200 | LR 2.212005e-04 | Loss 1.6487 | AccumStep 1/8
Batch 3300 | LR 2.211672e-04 | Loss 1.6635 | AccumStep 5/8
Batch 3400 | LR 2.211312e-04 | Loss 1.6404 | AccumStep 1/8
Batch 3500 | LR 2.210980e-04 | Loss 1.6408 | AccumStep 5/8
Batch 3600 | LR 2.210621e-04 | Loss 1.5264 | AccumStep 1/8
Batch 3700 | LR 2.210289e-04 | Loss 1.7342 | AccumStep 5/8
Batch 3800 | LR 2.209930e-04 | Loss 1.6305 | AccumStep 1/8
Batch 3900 | LR 2.209598e-04 | Loss 1.8284 | AccumStep 5/8
Batch 4000 | LR 2.209239e-04 | Loss 1.6363 | AccumStep 1/8
Batch 4100 | LR 2.208908e-04 | Loss 1.5227 | AccumStep 5/8
Batch 4200 | LR 2.208550e-04 | Loss 1.7555 | AccumStep 1/8
Batch 4300 | LR 2.208219e-04 | Loss 1.6698 | AccumStep 5/8
Batch 4400 | LR 2.207860e-04 | Loss 1.7368 | AccumStep 1/8
Batch 4500 | LR 2.207530e-04 | Loss 1.5082 | AccumStep 5/8
Batch 4600 | LR 2.207172e-04 | Loss 1.5588 | AccumStep 1/8
Batch 4700 | LR 2.206842e-04 | Loss 1.6530 | AccumStep 5/8
Batch 4800 | LR 2.206484e-04 | Loss 1.5371 | AccumStep 1/8
Batch 4900 | LR 2.206154e-04 | Loss 1.6478 | AccumStep 5/8
Batch 5000 | LR 2.205797e-04 | Loss 1.6168 | AccumStep 1/8
Batch 5100 | LR 2.205467e-04 | Loss 1.8392 | AccumStep 5/8
Batch 5200 | LR 2.205110e-04 | Loss 1.6462 | AccumStep 1/8
Batch 5300 | LR 2.204781e-04 | Loss 1.6907 | AccumStep 5/8
Batch 5400 | LR 2.204424e-04 | Loss 1.7701 | AccumStep 1/8
Batch 5500 | LR 2.204095e-04 | Loss 1.8223 | AccumStep 5/8
Batch 5600 | LR 2.203739e-04 | Loss 1.5899 | AccumStep 1/8
Batch 5700 | LR 2.203410e-04 | Loss 1.7082 | AccumStep 5/8
Batch 5800 | LR 2.203055e-04 | Loss 1.6900 | AccumStep 1/8
Batch 5900 | LR 2.202726e-04 | Loss 1.6794 | AccumStep 5/8
Batch 6000 | LR 2.202371e-04 | Loss 1.8738 | AccumStep 1/8
Batch 6100 | LR 2.202042e-04 | Loss 1.6052 | AccumStep 5/8
Batch 6200 | LR 2.201687e-04 | Loss 1.6206 | AccumStep 1/8
Batch 6300 | LR 2.201359e-04 | Loss 1.6733 | AccumStep 5/8
Batch 6400 | LR 2.201004e-04 | Loss 1.6818 | AccumStep 1/8
Batch 6500 | LR 2.200677e-04 | Loss 1.6246 | AccumStep 5/8
Batch 6600 | LR 2.200322e-04 | Loss 1.4441 | AccumStep 1/8
Batch 6700 | LR 2.199995e-04 | Loss 1.6467 | AccumStep 5/8
Batch 6800 | LR 2.199641e-04 | Loss 1.5892 | AccumStep 1/8
Batch 6900 | LR 2.199314e-04 | Loss 1.6751 | AccumStep 5/8
Batch 7000 | LR 2.198960e-04 | Loss 1.7617 | AccumStep 1/8
Batch 7100 | LR 2.198633e-04 | Loss 1.8345 | AccumStep 5/8
Batch 7200 | LR 2.198280e-04 | Loss 1.6675 | AccumStep 1/8
Batch 7300 | LR 2.197954e-04 | Loss 1.7431 | AccumStep 5/8
Batch 7400 | LR 2.197600e-04 | Loss 1.7170 | AccumStep 1/8
Batch 7500 | LR 2.197274e-04 | Loss 1.6578 | AccumStep 5/8
Batch 7600 | LR 2.196921e-04 | Loss 1.7422 | AccumStep 1/8
Batch 7700 | LR 2.196596e-04 | Loss 1.6089 | AccumStep 5/8
Batch 7800 | LR 2.196243e-04 | Loss 1.4926 | AccumStep 1/8
